RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
349,16439107,Customer,506,France,Male,45,0,0.0,2,1,1,135471.38,0
350,18690553,Customer,423,Germany,Male,64,3,0.0,1,1,1,48672.36,1
351,18819280,Customer,839,Germany,Female,47,4,8543.1,2,1,0,19770.79,0
352,10587196,Customer,532,Spain,Female,22,4,0.0,2,0,0,191199.77,0
353,16955452,Customer,455,Germany,Male,41,4,145729.37,1,1,1,72604.82,0
354,18902885,Customer,538,France,Female,24,10,226864.77,2,1,1,89783.82,0
355,17465627,Customer,655,France,Male,51,2,234093.46,1,0,0,61769.67,1
356,14239892,Customer,621,Germany,Male,73,4,0.0,1,0,1,71788.21,1
357,15925564,Customer,436,France,Female,67,3,197365.02,2,1,1,193169.29,1
358,17709994,Customer,699,Germany,Male,59,4,239249.68,2,0,0,46438.91,1
359,10835551,Customer,675,Spain,Male,50,6,66662.38,1,0,1,104037.07,0
360,10314910,Customer,521,Germany,Female,44,4,212771.19,1,0,0,131246.53,1
361,15864673,Customer,601,France,Female,31,7,0.0,1,1,0,52632.11,0
362,16693204,Customer,705,Germany,Female,36,7,0.0,1,1,0,145970.22,1
363,14620056,Customer,817,France,Female,65,2,205902.35,2,1,0,139670.37,0
364,13154181,Customer,493,Germany,Female,68,4,217574.77,2,1,1,191402.2,1
365,14002382,Customer,633,Spain,Male,55,3,0.0,2,0,1,97469.49,0
366,12872362,Customer,534,France,Male,29,4,198615.74,2,0,1,83092.52,0
367,18855633,Customer,503,Spain,Female,20,7,0.0,2,0,0,78606.76,1
368,16520664,Customer,691,Spain,Male,24,3,104415.65,2,0,0,79220.55,1
369,18415320,Customer,467,France,Female,73,4,17446.32,1,0,1,17152.33,0
370,19290856,Customer,616,France,Female,52,6,73458.91,2,1,1,54881.89,1
371,15876779,Customer,734,France,Male,42,2,0.0,2,0,1,32807.82,0
372,17718925,Customer,674,France,Female,66,5,183684.36,1,1,0,177315.27,0
373,16703596,Customer,604,France,Male,32,8,188899.88,2,1,0,20681.07,1
374,12621622,Customer,590,Germany,Male,36,10,0.0,2,0,1,79388.23,0
375,17488673,Customer,520,France,Female,36,3,144671.48,2,0,0,51689.25,1
376,16493103,Customer,779,France,Male,40,3,97208.86,1,0,0,132662.69,0
377,18746201,Customer,454,Spain,Male,28,5,0.0,2,1,0,72004.57,1
378,10989203,Customer,839,France,Male,38,5,39271.43,2,0,1,13153.52,0
379,11793018,Customer,385,Spain,Female,69,2,70480.31,1,1,1,179828.96,1
380,12218055,Customer,415,France,Female,51,0,224643.19,1,1,1,130924.22,1
381,10908010,Customer,534,France,Female,56,2,42444.9,2,0,0,10262.07,1
382,15179030,Customer,739,Germany,Female,68,7,158103.0,2,1,0,139138.37,1
383,14276786,Customer,539,Germany,Male,24,7,0.0,2,1,0,51111.34,1
384,10315314,Customer,504,Spain,Female,59,5,20471.32,2,0,1,193087.69,0
385,16580203,Customer,730,Germany,Female,61,6,0.0,1,0,1,94522.69,0
386,16562835,Customer,759,Spain,Male,72,1,0.0,1,1,1,52405.68,0
387,19131257,Customer,576,France,Male,44,8,227637.39,1,1,1,15747.28,1
388,15668626,Customer,490,France,Female,67,2,0.0,2,0,1,21158.3,0
389,16670540,Customer,425,Spain,Female,40,1,155225.23,1,0,1,20721.77,0
390,18258979,Customer,495,Spain,Female,55,4,130124.52,1,0,1,15983.03,0
391,10868084,Customer,387,Spain,Female,37,0,69923.51,1,0,0,114211.37,0
392,10144918,Customer,839,France,Male,44,4,86198.83,1,0,0,170856.01,1
393,10683775,Customer,611,France,Female,70,9,131705.12,1,1,1,75750.2,1
394,18456922,Customer,475,Spain,Female,25,3,0.0,2,1,1,76260.46,0
395,14750700,Customer,441,France,Male,54,5,0.0,1,1,0,29770.22,0
396,14083314,Customer,633,Spain,Female,20,4,174728.72,1,0,1,10225.13,0
397,16986817,Customer,694,Spain,Male,19,8,240245.2,2,1,0,190833.48,0
398,13735399,Customer,610,France,Female,39,4,0.0,1,0,1,96962.88,0
399,12091297,Customer,792,Spain,Male,23,7,40959.26,2,0,1,150103.96,0
400,15436296,Customer,812,Spain,Male,56,1,0.0,1,0,1,174959.85,0
401,10734420,Customer,716,France,Male,57,2,17892.43,1,1,1,31273.39,0
402,14282707,Customer,457,Spain,Male,53,2,0.0,2,1,0,59898.44,1
403,14688239,Customer,806,Germany,Male,61,2,0.0,1,0,1,105376.24,1
404,18902136,Customer,394,Spain,Male,41,5,11925.23,1,1,0,66503.17,0
405,17333447,Customer,717,France,Female,29,6,181.87,1,0,0,20121.46,0
406,18642481,Customer,786,Spain,Male,34,6,125499.79,1,0,0,179643.68,0
407,16673108,Customer,351,France,Male,39,6,29336.36,2,0,0,57469.91,1
408,12643535,Customer,782,France,Female,71,2,0.0,1,1,0,23828.3,0
409,19342916,Customer,550,Spain,Female,36,0,120193.66,1,0,0,90243.54,1
410,13693602,Customer,439,France,Male,26,5,58610.99,1,1,1,162836.06,0
411,15785673,Customer,564,France,Female,29,2,42051.22,2,1,0,42005.15,1
412,18635308,Customer,464,Spain,Female,49,2,0.0,2,0,1,93009.73,1
413,12603198,Customer,668,Spain,Male,70,2,179684.69,1,1,1,45249.71,0
414,11171993,Customer,441,Germany,Male,48,8,179490.69,1,0,1,165442.36,0
415,15415408,Customer,675,Germany,Female,34,3,21326.69,1,1,1,109339.71,1
416,18537446,Customer,535,France,Female,40,4,156129.45,2,0,0,119890.97,1
417,10655718,Customer,609,France,Female,27,2,0.0,1,0,0,152034.23,0
418,17386318,Customer,507,France,Male,47,9,0.0,2,0,1,188543.65,0
419,16917805,Customer,406,Germany,Male,36,0,29539.17,1,1,0,30101.8,1
420,13623293,Customer,396,Spain,Female,43,3,237319.84,2,0,0,170655.18,1
421,12977636,Customer,751,Spain,Male,43,0,17433.59,1,0,1,100103.45,0
422,14714191,Customer,571,Spain,Male,28,10,139226.08,1,0,0,131695.01,0
423,15933202,Customer,824,France,Female,37,10,236253.08,1,0,0,172027.39,0
424,12627337,Customer,457,France,Male,71,6,205564.18,1,1,1,72063.87,1
425,15898848,Customer,700,France,Female,73,6,170207.25,1,1,0,175210.86,0
426,17952806,Customer,649,Germany,Female,62,3,214085.92,2,1,0,129969.34,0
427,17283788,Customer,529,France,Male,21,4,168320.33,2,1,0,63012.01,0
428,14251978,Customer,526,Spain,Female,64,9,13737.2,1,0,0,184760.65,1
429,18277546,Customer,836,France,Male,29,6,0.0,1,0,1,20988.57,0
430,11469639,Customer,763,France,Female,42,5,0.0,1,1,1,122203.45,0
431,17807524,Customer,529,France,Male,73,3,136594.32,2,0,1,13204.81,1
432,15284820,Customer,386,Spain,Male,27,3,57410.11,2,1,0,25518.53,0
433,12073063,Customer,412,Germany,Female,39,1,220293.1,2,0,0,29032.37,1
434,13437585,Customer,617,France,Male,24,9,57175.17,2,0,1,179910.38,0
435,17337244,Customer,622,France,Female,41,1,0.0,1,1,0,116153.53,0
436,18811741,Customer,639,Germany,Male,19,3,219151.86,1,0,1,59402.14,0
437,13557553,Customer,761,France,Male,49,4,183203.26,1,0,0,84220.74,1
438,14966550,Customer,737,Spain,Male,38,3,0.0,2,0,1,169229.13,0
439,16135258,Customer,703,Germany,Male,24,2,237848.55,2,1,1,118321.81,0
440,16330530,Customer,651,France,Male,25,10,22979.15,2,0,0,16009.43,0
441,11083256,Customer,619,France,Female,70,1,50016.81,2,0,0,175533.23,0
442,16278436,Customer,618,Spain,Female,68,3,34810.77,2,1,1,112308.17,1
443,14583000,Customer,846,France,Female,55,10,0.0,1,0,1,47276.87,0
444,14966018,Customer,791,France,Female,38,4,201852.52,1,0,0,145889.3,0
445,15352123,Customer,654,Spain,Male,25,0,0.0,1,0,0,111439.42,0
446,19484455,Customer,595,Spain,Female,74,0,244812.12,1,1,0,45974.54,1
447,11018096,Customer,527,Spain,Male,42,5,34810.95,2,1,0,133516.74,1
448,10355002,Customer,416,Spain,Female,45,4,0.0,1,0,1,131866.85,1
449,15072771,Customer,626,France,Male,45,10,0.0,2,1,1,191397.19,0
450,15051560,Customer,557,France,Female,71,3,0.0,2,1,1,60210.22,0
451,16862842,Customer,656,Spain,Female,48,0,94135.63,1,0,1,114189.97,0
452,14880004,Customer,387,Germany,Female,69,6,0.0,1,1,0,70995.06,1
453,18813470,Customer,468,France,Female,53,3,0.0,2,1,0,66654.29,0
454,10934459,Customer,375,Spain,Female,42,2,0.0,1,0,1,106071.86,0
455,10345770,Customer,355,France,Female,69,6,4051.3,2,1,0,145823.32,0
456,18178522,Customer,623,France,Male,73,1,5222.1,2,1,1,124914.6,1
457,14960613,Customer,582,France,Male,58,9,69409.7,1,1,1,32293.72,0
458,17996303,Customer,463,France,Male,54,0,185305.21,1,0,1,185251.61,1
459,18524229,Customer,483,France,Male,55,10,91497.57,2,0,1,144661.37,1
460,19501527,Customer,774,France,Male,68,3,52801.1,2,0,0,120072.05,0
461,15303585,Customer,662,France,Male,29,7,0.0,2,0,0,37404.6,0
462,15425780,Customer,527,Germany,Male,54,5,70130.56,1,1,1,35628.84,0
463,19074132,Customer,374,Germany,Female,54,8,120359.81,2,1,1,65757.45,0
464,17417548,Customer,397,Germany,Female,48,0,23344.87,2,1,1,185388.06,0
465,14018853,Customer,629,Spain,Male,35,0,3733.48,1,0,0,37924.99,0
466,12605782,Customer,763,France,Male,43,10,31826.76,2,1,0,134386.68,0
467,15037557,Customer,692,France,Male,23,4,184494.88,1,1,0,132526.46,0
468,14815576,Customer,650,Spain,Male,26,5,116577.43,1,0,1,27469.82,0
469,18709213,Customer,648,France,Female,28,7,111291.81,2,1,0,144393.84,0
470,16302941,Customer,421,Spain,Male,48,2,4938.16,2,0,1,100481.12,1
471,10201590,Customer,789,France,Female,72,5,177736.12,1,0,0,105143.63,0
472,14597627,Customer,846,Spain,Female,63,2,50477.22,1,0,0,11043.26,1
473,12789889,Customer,550,France,Female,73,7,22716.38,1,1,1,180391.63,0
474,19924963,Customer,675,Spain,Male,19,10,0.0,2,0,0,125970.3,0
475,16784776,Customer,382,Germany,Female,46,10,121401.99,1,1,0,124860.32,0
476,13962438,Customer,446,Spain,Male,63,3,187233.27,2,1,1,83932.2,1
477,11516299,Customer,394,France,Male,74,1,205471.22,1,1,1,143335.32,1
478,14473761,Customer,612,Germany,Male,68,8,241154.24,1,1,1,168275.23,0
479,11178446,Customer,711,Spain,Male,59,9,155924.87,1,0,1,104051.15,0
480,16761648,Customer,751,Germany,Male,22,7,17069.51,2,0,1,113565.8,0
481,15561010,Customer,419,Germany,Male,40,5,0.0,1,0,0,49587.26,0
482,13027311,Customer,650,Germany,Female,53,2,127380.66,1,1,0,77108.59,0
483,16678533,Customer,642,France,Female,24,1,0.0,2,0,0,98950.56,0
484,10625092,Customer,754,Germany,Male,73,3,76575.52,1,1,0,135642.21,1
485,12784680,Customer,567,Germany,Male,30,3,103044.5,1,1,0,187031.21,0
486,18331018,Customer,556,Spain,Female,59,0,40243.83,2,1,1,36045.11,0
487,17299689,Customer,521,France,Male,27,8,2190.41,2,1,0,110516.36,0
488,15531021,Customer,595,France,Female,53,9,0.0,1,0,0,126082.9,1
489,19467705,Customer,763,Spain,Female,33,7,212908.6,1,0,0,166844.57,0
490,17042068,Customer,744,Spain,Male,32,6,0.0,1,1,0,170279.67,0
491,10464409,Customer,605,France,Male,70,5,950.08,2,0,0,135530.7,1
492,19555184,Customer,613,Germany,Male,60,2,222484.24,2,0,1,46979.28,1
493,12886786,Customer,738,France,Male,36,3,33490.0,2,0,1,158164.24,0
494,15326807,Customer,613,France,Male,38,1,0.0,2,0,1,119924.48,0
495,16304560,Customer,354,France,Female,73,6,91491.56,3,1,1,192653.44,1
496,11445906,Customer,359,France,Male,52,1,41065.35,2,1,1,191111.1,1
497,11107318,Customer,620,Germany,Male,32,9,149702.64,1,0,0,114816.03,0
498,13909771,Customer,579,France,Female,65,0,0.0,1,1,1,189238.55,0
499,10510309,Customer,661,Spain,Male,31,5,0.0,1,0,0,14889.54,0
500,15654017,Customer,719,Spain,Male,46,3,243228.1,1,0,0,183945.88,1
501,16218523,Customer,404,Germany,Male,22,7,47692.94,2,1,0,193265.94,0
502,18225449,Customer,736,Germany,Male,66,0,212125.59,1,1,0,196024.39,1
503,13661596,Customer,390,France,Female,35,8,64227.02,2,0,1,157819.54,1
504,17714562,Customer,487,Spain,Male,68,5,62635.38,2,0,1,44325.53,0
505,13699533,Customer,740,Germany,Female,18,1,0.0,2,0,0,195184.97,1
506,19734811,Customer,796,France,Male,44,7,0.0,1,1,1,91311.49,0
507,13022249,Customer,464,Spain,Male,44,4,181264.68,1,1,1,99534.14,0
508,15566932,Customer,412,Spain,Male,42,4,85414.21,2,1,1,12873.94,0
509,18422265,Customer,693,Spain,Female,58,4,0.0,2,1,1,75232.31,1
510,11070386,Customer,759,Germany,Male,38,6,211198.65,1,0,1,58857.55,0
511,16038674,Customer,383,Germany,Male,31,6,231895.43,2,0,0,95464.76,1
512,16761731,Customer,727,France,Female,69,9,150606.48,2,1,0,61145.13,1
513,11245224,Customer,601,Spain,Male,70,10,0.0,2,1,0,94983.5,1
514,12327439,Customer,805,Spain,Male,37,6,13285.91,1,0,1,38037.53,0
515,14434612,Customer,772,France,Female,45,9,31641.25,1,0,1,190885.14,1
516,12382006,Customer,793,France,Male,38,1,35446.96,1,1,1,136184.69,1
517,16372227,Customer,546,France,Female,40,7,69200.84,1,0,0,197806.13,0
518,10554879,Customer,705,Spain,Male,28,0,0.0,2,0,1,10915.36,0
519,18706385,Customer,712,Spain,Female,73,1,0.0,1,0,0,168804.29,1
520,15895888,Customer,759,France,Female,19,10,236024.97,1,0,1,26011.48,0
521,18689003,Customer,601,Germany,Male,37,6,0.0,2,0,1,157030.3,1
522,14958817,Customer,411,France,Female,41,3,127290.75,2,0,1,185269.55,1
523,11302343,Customer,743,Spain,Female,72,10,4324.56,2,0,0,36729.06,1
524,19586221,Customer,574,Spain,Male,42,9,0.0,1,0,0,191667.73,0
525,19561986,Customer,705,Spain,Male,54,9,215087.73,1,0,0,92889.81,0
526,14556470,Customer,403,France,Female,39,8,70907.51,2,1,0,75399.47,1
527,13872420,Customer,508,France,Female,41,10,79522.6,2,1,0,161195.52,0
528,16639150,Customer,643,France,Male,32,8,34944.36,3,0,1,172084.96,0
529,14610095,Customer,719,France,Female,29,2,55778.35,2,1,0,168938.72,0
530,17899662,Customer,374,Spain,Male,63,2,0.0,1,0,0,128564.22,1
531,11721222,Customer,586,Spain,Female,48,8,103023.37,1,0,0,66277.97,0
532,11999518,Customer,810,Spain,Female,60,9,155786.38,2,0,0,62543.62,1
533,12700732,Customer,670,Spain,Female,48,7,0.0,1,0,1,53444.54,0
534,12139150,Customer,449,Germany,Male,70,0,0.0,1,1,0,37829.92,1
535,11246129,Customer,577,Spain,Female,47,5,45475.02,2,0,1,84589.17,0
536,17918763,Customer,527,Spain,Male,58,6,14097.43,2,0,1,172649.17,0
537,19771862,Customer,757,Spain,Male,37,10,0.0,2,1,1,199272.74,0
538,19326530,Customer,504,France,Male,25,7,0.0,1,1,1,141782.99,0
539,16597395,Customer,815,France,Female,61,1,0.0,1,0,1,39668.81,0
540,13264301,Customer,783,France,Male,47,0,209399.7,1,1,0,137976.98,1
541,14140701,Customer,588,Spain,Male,52,3,91732.71,2,0,1,62318.1,0
542,19054462,Customer,783,Germany,Female,38,0,48315.44,1,1,0,146350.54,0
543,15329193,Customer,492,France,Female,64,1,225516.89,1,0,1,54894.31,0
544,15727967,Customer,366,Germany,Female,57,2,159837.34,2,0,1,41172.35,1
545,14485160,Customer,634,Germany,Female,45,3,247062.95,1,0,1,130550.07,0
546,18392806,Customer,354,France,Male,56,5,75062.85,4,0,1,140178.73,0
547,16870045,Customer,360,France,Female,34,7,0.0,2,0,0,45106.69,0
548,19403516,Customer,557,Germany,Female,29,8,74485.07,2,0,1,107281.52,1
549,18016407,Customer,785,Germany,Male,69,3,0.0,2,0,1,177323.35,0
550,11753700,Customer,767,Spain,Male,67,0,37882.13,1,1,0,140115.17,0
551,14374411,Customer,430,Germany,Male,35,4,60269.58,1,1,0,138417.25,1
552,19388331,Customer,382,Spain,Male,64,4,175408.24,2,1,0,147475.24,0
553,16522000,Customer,847,Germany,Female,72,8,184500.11,1,0,0,76504.16,1
554,15342408,Customer,654,Germany,Female,45,5,0.0,1,1,0,49129.7,1
555,17076430,Customer,726,Spain,Female,20,4,0.0,1,1,1,149365.33,0
556,15854616,Customer,508,France,Male,68,9,165882.78,1,0,1,164268.77,0
557,13425837,Customer,623,France,Male,32,9,90698.66,2,0,0,180203.19,1
558,14731180,Customer,464,France,Female,33,4,113253.54,1,1,0,161095.41,0
559,18621594,Customer,566,Spain,Male,39,7,109816.93,1,1,0,75756.93,0
560,18456477,Customer,610,Germany,Female,71,10,96844.49,1,1,1,98724.82,0
561,18579559,Customer,507,Germany,Male,66,0,84561.31,1,1,1,158182.85,1
562,10527863,Customer,394,France,Female,48,4,41975.08,2,1,0,112143.03,0
563,10701465,Customer,469,France,Male,48,0,0.0,4,0,0,115859.72,1
564,10481222,Customer,564,France,Male,18,6,242307.43,2,1,0,189083.61,0
565,18470574,Customer,477,France,Male,28,6,0.0,1,1,0,191945.55,0
566,17645779,Customer,603,Germany,Female,23,9,154331.66,2,1,0,154631.02,1
567,14397546,Customer,387,France,Female,40,7,48201.5,3,0,1,163817.68,1
568,19794000,Customer,714,France,Male,26,6,219666.19,2,0,0,60250.87,0
569,12401076,Customer,559,Spain,Female,69,10,77966.5,1,1,0,122825.15,1
570,15404905,Customer,701,France,Female,33,8,136428.72,2,0,1,100805.87,0
571,12349710,Customer,443,Germany,Female,55,7,0.0,2,1,1,17799.14,1
572,12917814,Customer,378,Spain,Female,61,7,83672.53,1,0,1,177871.69,0
573,11314700,Customer,513,France,Male,36,2,228335.68,1,0,0,66185.35,0
574,14334582,Customer,486,Germany,Male,62,9,58782.09,1,0,1,187035.88,0
575,12468883,Customer,372,Spain,Female,30,3,232175.78,3,0,0,130934.83,1
576,13045584,Customer,480,Spain,Female,49,3,89666.37,1,1,0,164479.27,0
577,16082648,Customer,435,France,Female,53,0,0.0,2,1,0,97166.15,0
578,11498222,Customer,533,Spain,Female,26,5,138251.98,1,0,0,45608.83,0
579,10909396,Customer,773,France,Male,63,1,0.0,1,0,0,176196.73,0
580,11332743,Customer,586,France,Female,63,8,0.0,1,0,0,158699.28,0
581,16282512,Customer,533,France,Male,66,0,0.0,1,0,1,153363.34,0
582,18034593,Customer,663,Spain,Female,54,0,122754.89,2,0,1,50430.08,0
583,14236279,Customer,508,France,Male,48,10,0.0,2,1,1,109113.0,0
584,19049451,Customer,819,France,Female,48,9,0.0,1,1,1,71299.37,1
585,14120367,Customer,360,Germany,Male,72,10,0.0,2,0,1,126427.56,1
586,15856891,Customer,391,France,Male,36,5,209480.42,2,1,0,111161.21,0
587,16971785,Customer,584,France,Male,19,0,98002.21,2,0,0,43702.63,0
588,10412894,Customer,480,France,Female,62,2,18299.29,2,0,1,128508.7,0
589,11015754,Customer,534,France,Female,49,9,120313.49,2,0,0,17253.46,0
590,14648847,Customer,363,France,Male,60,1,0.0,2,0,0,23440.16,1
591,18113636,Customer,651,France,Female,51,10,154423.18,2,1,0,44728.25,0
592,18953239,Customer,603,Germany,Female,18,8,0.0,1,1,0,119972.8,0
593,17561130,Customer,496,France,Male,38,4,243314.86,1,0,0,154302.61,0
594,14765495,Customer,729,France,Male,20,5,184254.57,2,1,1,158669.47,0
595,18892519,Customer,409,Spain,Female,44,1,180035.17,1,1,1,62561.27,0
596,10855388,Customer,764,France,Female,61,7,218218.12,1,0,1,82999.15,0
597,18361632,Customer,641,Germany,Female,24,5,6531.89,1,0,1,54412.59,0
598,13490651,Customer,509,France,Female,50,10,0.0,2,0,0,16901.08,0
599,13610787,Customer,796,France,Male,26,7,204459.23,2,1,1,104060.84,0
600,12458655,Customer,375,France,Male,47,7,8593.44,2,1,0,113562.2,0
601,16768721,Customer,414,France,Male,35,0,189036.43,2,1,0,187665.92,1
602,16418585,Customer,735,France,Male,73,6,247424.31,1,0,0,145256.73,0
603,16320719,Customer,419,France,Female,43,1,148352.59,1,1,0,187517.59,1
604,10283050,Customer,731,France,Female,37,10,106173.1,2,0,0,63105.64,0
605,15985413,Customer,522,France,Male,55,7,113402.09,1,0,0,147675.77,0
606,11073971,Customer,811,France,Male,58,1,169870.19,2,0,1,123675.36,0
607,18354381,Customer,825,France,Female,72,3,142488.94,2,1,0,66391.51,1
608,18311678,Customer,574,France,Female,48,1,196892.56,1,1,0,50118.44,1
609,15084749,Customer,502,Germany,Female,25,6,105409.39,1,0,1,65297.56,1
610,13173359,Customer,389,Germany,Female,40,4,104331.16,2,1,0,196140.16,0
611,11182251,Customer,495,France,Male,67,10,0.0,1,0,1,14410.2,0
612,12977262,Customer,715,Spain,Female,42,10,0.0,2,1,0,181918.38,1
613,18467577,Customer,447,Germany,Male,64,8,194524.51,1,0,1,156620.29,0
614,13062679,Customer,597,France,Male,18,4,221790.93,2,1,0,113282.24,0
615,17984198,Customer,361,Spain,Male,63,10,65851.46,1,1,1,173066.33,1
616,12860354,Customer,824,Spain,Male,35,7,78758.97,2,1,0,19873.67,0
617,17811879,Customer,373,France,Female,36,1,131737.69,3,1,0,113403.18,1
618,13760787,Customer,574,France,Female,68,2,0.0,2,0,1,64230.43,1
619,18914141,Customer,594,Spain,Male,59,5,208671.97,1,1,0,11862.88,0
620,12710687,Customer,812,Germany,Male,69,10,117111.43,2,1,0,127618.95,1
621,10685844,Customer,520,France,Male,70,6,143279.72,2,1,1,134974.52,0
622,13069451,Customer,381,France,Male,23,9,178077.53,1,0,0,122247.44,0
623,13137472,Customer,463,France,Female,34,7,0.0,1,0,0,84193.9,1
624,11253598,Customer,558,France,Female,63,2,24612.18,2,1,1,162811.63,1
625,11392575,Customer,832,Germany,Female,62,6,88184.2,2,0,0,75200.16,1
626,18049834,Customer,652,France,Female,25,7,11903.07,1,1,1,124752.07,0
627,15613697,Customer,778,France,Female,71,9,0.0,1,0,1,199251.0,0
628,11174721,Customer,384,Germany,Male,59,5,84280.95,3,0,1,170711.2,0
629,11865750,Customer,554,France,Male,26,3,184590.67,1,1,1,132412.26,0
630,19257937,Customer,727,France,Male,54,5,107427.54,2,1,0,138092.22,0
631,13664375,Customer,733,Germany,Female,72,8,0.0,1,1,0,169790.23,1
632,14036666,Customer,742,Spain,Female,44,2,0.0,2,0,1,43403.8,0
633,11958095,Customer,615,Germany,Male,53,1,0.0,2,1,0,30939.62,0
634,18232191,Customer,414,Germany,Male,23,4,53572.69,1,1,0,51970.01,0
635,12655514,Customer,792,France,Male,23,6,0.0,1,0,0,151462.57,0
636,16485418,Customer,447,France,Female,62,2,244581.58,1,0,0,156249.18,1
637,15272373,Customer,534,Germany,Male,21,4,0.0,2,0,1,15357.58,0
638,12427437,Customer,587,France,Female,39,3,200863.56,1,1,1,21395.77,1
639,10232587,Customer,834,France,Female,57,10,61366.81,1,1,1,196497.37,0
640,12484333,Customer,822,France,Male,44,6,190982.28,1,0,0,103499.55,0
641,14412089,Customer,819,France,Female,54,1,3840.86,1,1,1,111821.65,0
642,11038183,Customer,615,France,Female,19,10,14087.26,2,0,1,126314.62,0
643,13012744,Customer,823,France,Male,26,6,208933.19,3,1,0,193244.23,0
644,11224170,Customer,752,France,Female,28,1,0.0,1,1,1,40305.0,0
645,19434716,Customer,581,France,Male,37,2,93326.92,2,1,0,130285.56,0
646,13020196,Customer,458,Spain,Male,69,4,185114.59,1,1,1,24403.31,1
647,15834066,Customer,838,Germany,Female,60,6,0.0,3,1,1,107554.51,1
648,16647628,Customer,527,Germany,Female,56,5,71671.62,2,0,0,93650.56,1
649,11403373,Customer,598,Spain,Female,31,6,181902.14,2,1,0,60955.75,0
650,19052232,Customer,673,France,Female,43,10,51792.21,1,1,0,93705.02,0
